note_text,icd_code
Acquired absence of other specified parts of digestive tract ,Z90.49
Acquired absence of kidney ,Z90.5
Acquired absence of other parts of urinary tract ,Z90.6
Acquired absence of stomach [part of] ,Z90.3
Acquired absence of lung [part of] ,Z90.2
Acquired absence of other genital organ(s) ,Z90.79
Acquired absence of eye ,Z90.01
Acquired absence of other organs ,Z90.89
Presence of aortocoronary bypass graft ,Z95.1
Coronary angioplasty status ,Z98.61
Personal history of breast implant removal ,Z98.86
Dental restoration status ,Z98.811
Presence of insulin pump (external) (internal) ,Z96.41
Bariatric surgery status ,Z98.84
Transplanted organ removal status ,Z98.85
Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility ,Z92.82
Other specified postprocedural states ,Z98.89
Dependence on aspirator ,Z99.0
Dependence on respirator [ventilator] status ,Z99.11
Encounter for respirator [ventilator] dependence during power failure ,Z99.12
Dependence on respirator [ventilator] status ,Z99.11
Mechanical complication of respirator ,J95.850
Dependence on supplemental oxygen ,Z99.81
Dependence on wheelchair ,Z99.3
Dependence on other enabling machines and devices ,Z99.89
Dependence on other enabling machines and devices ,Z99.89
Personal history of other specified conditions ,Z87.898
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Other general symptoms and signs ,R68.89
Acquired absence of unspecified upper limb unspecified level ,Z89.209
Acquired absence of unspecified thumb ,Z89.019
Acquired absence of unspecified finger(s) ,Z89.029
Acquired absence of unspecified hand ,Z89.119
Acquired absence of unspecified wrist ,Z89.129
Acquired absence of unspecified upper limb below elbow ,Z89.219
Acquired absence of unspecified upper limb above elbow ,Z89.229
Acquired absence of unspecified shoulder ,Z89.239
Acquired absence of limb unspecified ,Z89.9
Acquired absence of unspecified great toe ,Z89.419
Acquired absence of other toe(s) unspecified side ,Z89.429
Acquired absence of unspecified foot ,Z89.439
Acquired absence of unspecified ankle ,Z89.449
Acquired absence of unspecified leg below knee ,Z89.519
Acquired absence of unspecified leg above knee ,Z89.619
Acquired absence of unspecified hip joint ,Z89.629
Asymptomatic menopausal state ,Z78.0
Dental sealant status ,Z98.810
Awaiting organ transplant status ,Z76.82
Bed confinement status ,Z74.01
Dual sensory impairment ,Z73.82
Do not resuscitate ,Z66
Physical restraint status ,Z78.1
Other specified health status ,Z78.9
Personal history of other specified conditions ,Z87.898
Encounter for cosmetic surgery ,Z41.1
Encounter for cosmetic surgery ,Z41.1
Encounter for routine and ritual male circumcision ,Z41.2
Encounter for ear piercing ,Z41.3
Encounter for prophylactic removal of breast ,Z40.01
Encounter for prophylactic removal of ovary ,Z40.02
Encounter for prophylactic removal of unspecified organ ,Z40.00
Encounter for other procedures for purposes other than remedying health state ,Z41.8
Encounter for procedure for purposes other than remedying health state unspecified ,Z41.9
Encounter for breast reconstruction following mastectomy ,Z42.1
Encounter for other plastic and reconstructive surgery following medical procedure or healed injury ,Z42.8
Encounter for fitting and adjustment of unspecified artificial arm unspecified arm ,Z44.009
Encounter for fitting and adjustment of unspecified artificial leg unspecified leg ,Z44.109
Encounter for fitting and adjustment of artificial eye unspecified ,Z44.20
Encounter for fitting and adjustment of dental prosthetic device ,Z46.3
Encounter for fitting and adjustment of external breast prosthesis unspecified breast ,Z44.30
Encounter for fitting and adjustment of other external prosthetic devices ,Z44.8
Encounter for fitting and adjustment of unspecified external prosthetic device ,Z44.9
Encounter for adjustment and management of cerebrospinal fluid drainage device ,Z45.41
Encounter for adjustment and management of neuropacemaker (brain) (peripheral nerve) (spinal cord) ,Z45.42
Encounter for fitting and adjustment of other devices related to nervous system and special senses ,Z46.2
Encounter for fitting and adjustment of spectacles and contact lenses ,Z46.0
Encounter for fitting and adjustment of hearing aid ,Z46.1
Encounter for checking and testing of cardiac pacemaker pulse generator [battery] ,Z45.010
Encounter for adjustment and management of automatic implantable cardiac defibrillator ,Z45.02
Encounter for adjustment and management of other cardiac device ,Z45.09
Encounter for fitting and adjustment of orthodontic device ,Z46.4
Encounter for fitting and adjustment of other gastrointestinal appliance and device ,Z46.59
Encounter for fitting and adjustment of gastric lap band ,Z46.51
Encounter for fitting and adjustment of other gastrointestinal appliance and device ,Z46.59
Encounter for fitting and adjustment of urinary device ,Z46.6
Encounter for fitting and adjustment of other specified devices ,Z46.89
Encounter for fitting and adjustment of other specified devices ,Z46.89
Encounter for fitting and adjustment of unspecified device ,Z46.9
Encounter for fitting and adjustment of insulin pump ,Z46.81
Encounter for fitting and adjustment of other specified devices ,Z46.89
Encounter for removal of internal fixation device ,Z47.2
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Unspecified fracture of unspecified forearm subsequent encounter for closed fracture with routine healing ,S52.90xD
Fracture of unspecified part of scapula right shoulder subsequent encounter for fracture with routine healing ,S42.101D
Unspecified physeal fracture of upper end of radius right arm subsequent encounter for fracture with routine healing ,S59.101D
Unspecified intracapsular fracture of right femur subsequent encounter for closed fracture with routine healing ,S72.011D
Unspecified fracture of unspecified lower leg subsequent encounter for closed fracture with routine healing ,S82.90xD
Torus fracture of lower end of right femur subsequent encounter for fracture with routine healing ,S72.471D
Fracture of unspecified metatarsal bone(s) left foot subsequent encounter for fracture with routine healing ,S92.302D
Anterior displaced Type II dens fracture subsequent encounter for fracture with routine healing ,S12.110D
Fractures of other specified skull and facial bones subsequent encounter for fracture with routine healing ,S02.8xxD
Pathological fracture unspecified site subsequent encounter for fracture with routine healing ,M84.40xD
Pathological fracture right humerus subsequent encounter for fracture with routine healing ,M84.421D
Pathological fracture right ulna subsequent encounter for fracture with routine healing ,M84.431D
Pathological fracture hip unspecified subsequent encounter for fracture with routine healing ,M84.459D
Pathological fracture unspecified site subsequent encounter for fracture with routine healing ,M84.40xD
Pathological fracture unspecified femur subsequent encounter for fracture with routine healing ,M84.453D
Pathological fracture unspecified tibia and fibula subsequent encounter for fracture with routine healing ,M84.469D
Pathological fracture unspecified site subsequent encounter for fracture with routine healing ,M84.40xD
Pathological fracture other site subsequent encounter for fracture with routine healing ,M84.48xD
Aftercare following joint replacement surgery ,Z47.1
Aftercare following explantation of shoulder joint prosthesis ,Z47.31
Encounter for other orthopedic aftercare ,Z47.89
Encounter for other specified aftercare ,Z51.89
Encounter for attention to tracheostomy ,Z43.0
Encounter for attention to gastrostomy ,Z43.1
Encounter for attention to ileostomy ,Z43.2
Encounter for attention to colostomy ,Z43.3
Encounter for attention to other artificial openings of digestive tract ,Z43.4
Encounter for attention to cystostomy ,Z43.5
Encounter for attention to other artificial openings of urinary tract ,Z43.6
Encounter for attention to artificial vagina ,Z43.7
Encounter for attention to other artificial openings ,Z43.8
Encounter for attention to unspecified artificial opening ,Z43.9
Encounter for adequacy testing for hemodialysis ,Z49.31
Encounter for fitting and adjustment of extracorporeal dialysis catheter ,Z49.01
Encounter for fitting and adjustment of peritoneal dialysis catheter ,Z49.02
Encounter for adequacy testing for hemodialysis ,Z49.31
Encounter for adequacy testing for peritoneal dialysis ,Z49.32
Encounter for adequacy testing for peritoneal dialysis ,Z49.32
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for antineoplastic radiation therapy ,Z51.0
Encounter for antineoplastic chemotherapy ,Z51.11
Encounter for antineoplastic immunotherapy ,Z51.12
Encounter for other specified aftercare ,Z51.89
Encounter for change or removal of nonsurgical wound dressing ,Z48.00
Encounter for change or removal of surgical wound dressing ,Z48.01
Encounter for removal of sutures ,Z48.02
Encounter for planned postprocedural wound closure ,Z48.1
Aftercare following surgery for neoplasm ,Z48.3
Encounter for other specified surgical aftercare ,Z48.89
Encounter for aftercare following other organ transplant ,Z48.298
Encounter for change or removal of drains ,Z48.03
Encounter for fitting and adjustment of orthodontic device ,Z46.4
Long term (current) use of anticoagulants ,Z79.01
Long term (current) use of antibiotics ,Z79.2
Long term (current) use of antithrombotics/antiplatelets ,Z79.02
Long term (current) use of non-steroidal anti-inflammatories (NSAID) ,Z79.1
Long term (current) use of inhaled steroids ,Z79.51
Long term (current) use of aspirin ,Z79.82
Long term (current) use of insulin ,Z79.4
Long term (current) use of bisphosphonates ,Z79.83
Long term (current) use of opiate analgesic ,Z79.891
Encounter for surgical aftercare following surgery on the sense organs ,Z48.810
Encounter for surgical aftercare following surgery on the nervous system ,Z48.811
Encounter for surgical aftercare following surgery on the circulatory system ,Z48.812
Encounter for surgical aftercare following surgery on the respiratory system ,Z48.813
Encounter for surgical aftercare following surgery on the teeth or oral cavity ,Z48.814
Encounter for surgical aftercare following surgery on the genitourinary system ,Z48.816
Encounter for surgical aftercare following surgery on the skin and subcutaneous tissue ,Z48.817
Encounter for other specified surgical aftercare ,Z48.89
Encounter for adjustment and management of vascular access device ,Z45.2
Encounter for fitting and adjustment of non-vascular catheter ,Z46.82
Encounter for therapeutic drug level monitoring ,Z51.81
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Unspecified donor whole blood ,Z52.000
Unspecified donor stem cells ,Z52.001
Unspecified donor other blood ,Z52.008
Skin donor unspecified ,Z52.10
Bone donor unspecified ,Z52.20
Bone marrow donor ,Z52.3
Kidney donor ,Z52.4
Cornea donor ,Z52.5
Liver donor ,Z52.6
Egg (Oocyte) donor unspecified ,Z52.819
Egg (Oocyte) donor under age 35 anonymous recipient ,Z52.810
Egg (Oocyte) donor under age 35 designated recipient ,Z52.811
Egg (Oocyte) donor age 35 and over anonymous recipient ,Z52.812
Egg (Oocyte) donor age 35 and over designated recipient ,Z52.813
Donor of other specified organs or tissues ,Z52.89
Donor of unspecified organ or tissue ,Z52.9
Homelessness ,Z59.0
Inadequate housing ,Z59.1
Extreme poverty ,Z59.5
Problems related to living alone ,Z60.2
Need for assistance at home and no other household member able to render care ,Z74.2
Holiday relief care ,Z75.5
Problems related to living in residential institution ,Z59.3
Child in welfare custody ,Z62.21
Other problems related to housing and economic circumstances ,Z59.8
Problem related to housing and economic circumstances unspecified ,Z59.9
Other absence of family member ,Z63.32
Other specified problems related to primary support group ,Z63.8
Disruption of family by separation and divorce ,Z63.5
Other specified problems related to primary support group ,Z63.8
Other absence of family member ,Z63.32
Other absence of family member ,Z63.32
Disappearance and death of family member ,Z63.4
Other absence of family member ,Z63.32
Other specified problems related to primary support group ,Z63.8
Other specified counseling ,Z71.89
Encounter for mental health services for victim of spousal or partner abuse ,Z69.11
Encounter for mental health services for perpetrator of spousal or partner abuse ,Z69.12
Other specified counseling ,Z71.89
Encounter for mental health services for victim of parental child abuse ,Z69.010
Encounter for mental health services for perpetrator of parental child abuse ,Z69.011
Other specified counseling ,Z71.89
Other specified counseling ,Z71.89
Other specified counseling ,Z71.89
Parental overprotection ,Z62.1
Other stressful life events affecting family and household ,Z63.79
Alcoholism and drug addiction in family ,Z63.72
Other stressful life events affecting family and household ,Z63.79
Dependent relative needing care at home ,Z63.6
Problems related to multiparity ,Z64.1
Problems related to unwanted pregnancy ,Z64.0
Problems related to unwanted pregnancy ,Z64.0
Other specified problems related to primary support group ,Z63.8
Problem related to primary support group unspecified ,Z63.9
Unemployment unspecified ,Z56.0
Unspecified problems related to employment ,Z56.9
Other specified problems related to psychosocial circumstances ,Z65.8
Exposure to disaster war and other hostilities ,Z65.5
Change of job ,Z56.1
Problems related to education and literacy unspecified ,Z55.9
Acculturation difficulty ,Z60.3
Problems related to other legal circumstances ,Z65.3
Procedure and treatment not carried out because of patient's decision for reasons of belief and group pressure ,Z53.1
Other specified problems related to psychosocial circumstances ,Z65.8
Disappearance and death of family member ,Z63.4
Encounter for mental health services for perpetrator of non-parental child abuse ,Z69.021
Suicidal ideations ,R45.851
Homicidal ideations ,R45.850
Other specified problems related to psychosocial circumstances ,Z65.8
Problem related to unspecified psychosocial circumstances ,Z65.9
Unavailability and inaccessibility of health-care facilities ,Z75.3
Medical services not available in home ,Z75.0
Person awaiting admission to adequate facility elsewhere ,Z75.1
Unavailability and inaccessibility of other helping agencies ,Z75.4
Unavailability and inaccessibility of health-care facilities ,Z75.3
Immunization not carried out for unspecified reason ,Z28.9
Immunization not carried out because of acute illness of patient ,Z28.01
Immunization not carried out because of chronic illness or condition of patient ,Z28.02
Immunization not carried out because of immune compromised state of patient ,Z28.03
Immunization not carried out because of patient allergy to vaccine or component ,Z28.04
Immunization not carried out because of caregiver refusal ,Z28.82
Immunization not carried out because of patient refusal ,Z28.21
Immunization not carried out because of patient decision for reasons of belief or group pressure ,Z28.1
Immunization not carried out due to patient having had the disease ,Z28.81
Immunization not carried out because of other contraindication ,Z28.09
Procedure and treatment not carried out because of other contraindication ,Z53.09
Procedure and treatment not carried out because of patient's decision for other reasons ,Z53.29
Procedure and treatment not carried out for other reasons ,Z53.8
Healthy person accompanying sick person ,Z76.3
Expectant parent(s) prebirth pediatrician visit ,Z76.81
Person encountering health services to consult on behalf of another person ,Z71.0
Malingerer [conscious simulation] ,Z76.5
Dietary counseling and surveillance ,Z71.3
Counseling unspecified ,Z71.9
Other specified counseling ,Z71.89
Alcohol abuse counseling and surveillance of alcoholic ,Z71.41
Other specified counseling ,Z71.89
Human immunodeficiency virus [HIV] counseling ,Z71.7
Other specified counseling ,Z71.89
Encounter for fitting and adjustment of insulin pump ,Z46.81
Other specified counseling ,Z71.89
Person with feared health complaint in whom no diagnosis is made ,Z71.1
Persons encountering health services in other specified circumstances ,Z76.89
Counseling unspecified ,Z71.9
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for other specified aftercare ,Z51.89
Encounter for palliative care ,Z51.5
Encounter for other specified aftercare ,Z51.89
Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm ,Z09
Encounter for follow-up examination after completed treatment for malignant neoplasm ,Z08
Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm ,Z09
Encounter for follow-up examination after completed treatment for malignant neoplasm ,Z08
Encounter for follow-up examination after completed treatment for malignant neoplasm ,Z08
Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm ,Z09
Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm ,Z09
Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm ,Z09
Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm ,Z09
Encounter for follow-up examination after completed treatment for malignant neoplasm ,Z08
Encounter for follow-up examination after completed treatment for malignant neoplasm ,Z08
Encounter for disability determination ,Z02.71
Encounter for issue of other medical certificate ,Z02.79
Encounter for issue of repeat prescription ,Z76.0
Encounter for examination and observation for other specified reasons ,Z04.8
Encounter for examination and observation for unspecified reason ,Z04.9
Encounter for other administrative examinations ,Z02.89
Encounter for administrative examinations unspecified ,Z02.9
Lack of physical exercise ,Z72.3
Inappropriate diet and eating habits ,Z72.4
High risk heterosexual behavior ,Z72.51
Gambling and betting ,Z72.6
Sleep deprivation ,Z72.820
Behavioral insomnia of childhood unspecified type ,Z73.819
Other problems related to lifestyle ,Z72.89
Problem related to lifestyle unspecified ,Z72.9
Encounter for general adult medical examination without abnormal findings ,Z00.00
Encounter for general psychiatric examination requested by authority ,Z04.6
Encounter for other general examination ,Z00.8
Encounter for other administrative examinations ,Z02.89
Encounter for paternity testing ,Z02.81
Encounter for pre-employment examination ,Z02.1
Encounter for other general examination ,Z00.8
Encounter for examination for normal comparison and control in clinical research program ,Z00.6
Encounter for other general examination ,Z00.8
Encounter for other general examination ,Z00.8
Encounter for observation for other suspected diseases and conditions ruled out ,Z03.89
Encounter for observation for other suspected diseases and conditions ruled out ,Z03.89
Encounter for observation for other suspected diseases and conditions ruled out ,Z03.89
Encounter for observation for other suspected diseases and conditions ruled out ,Z03.89
Encounter for observation for other suspected diseases and conditions ruled out ,Z03.89
Encounter for examination and observation following work accident ,Z04.2
Encounter for examination and observation following other accident ,Z04.3
Encounter for examination and observation following alleged adult rape ,Z04.41
Encounter for examination and observation for other specified reasons ,Z04.8
Encounter for observation for other suspected diseases and conditions ruled out ,Z03.89
Encounter for examination and observation following alleged adult physical abuse ,Z04.71
Encounter for observation for suspected exposure to anthrax ruled out ,Z03.810
Encounter for observation for suspected exposure to other biological agents ruled out ,Z03.818
Encounter for observation for suspected toxic effect from ingested substance ruled out ,Z03.6
Encounter for examination and observation for unspecified reason ,Z04.9
Encounter for examination of eyes and vision without abnormal findings ,Z01.00
Encounter for hearing examination following failed hearing screening ,Z01.110
Encounter for hearing conservation and treatment ,Z01.12
Encounter for examination of ears and hearing without abnormal findings ,Z01.10
Encounter for dental examination and cleaning without abnormal findings ,Z01.20
Encounter for gynecological examination (general) (routine) with abnormal findings ,Z01.411
Encounter for cervical smear to confirm findings of recent normal smear following initial abnormal smear ,Z01.42
Encounter for pregnancy test result unknown ,Z32.00
Encounter for pregnancy test result negative ,Z32.02
Encounter for pregnancy test result positive ,Z32.01
Encounter for other specified special examinations ,Z01.89
Encounter for general adult medical examination without abnormal findings ,Z00.00
Encounter for antibody response examination ,Z01.84
Encounter for general adult medical examination without abnormal findings ,Z00.00
Encounter for preprocedural laboratory examination ,Z01.812
Encounter for other specified special examinations ,Z01.89
Encounter for other specified special examinations ,Z01.89
Encounter for preprocedural cardiovascular examination ,Z01.810
Encounter for preprocedural respiratory examination ,Z01.811
Encounter for other preprocedural examination ,Z01.818
Encounter for other preprocedural examination ,Z01.818
Encounter for other specified special examinations ,Z01.89
Encounter for blood typing ,Z01.83
Encounter for other specified special examinations ,Z01.89
Encounter for screening for other viral diseases ,Z11.59
Encounter for screening for other viral diseases ,Z11.59
Encounter for screening for other viral diseases ,Z11.59
Encounter for screening for other viral diseases ,Z11.59
Encounter for screening for other viral diseases ,Z11.59
Encounter for screening for other viral diseases ,Z11.59
Encounter for screening for other viral diseases ,Z11.59
Encounter for screening for human papillomavirus (HPV) ,Z11.51
Encounter for screening for other infectious and parasitic diseases ,Z11.8
Encounter for screening for other viral diseases ,Z11.59
Encounter for screening for other infectious and parasitic diseases ,Z11.8
Encounter for screening for other viral diseases ,Z11.59
Encounter for screening for intestinal infectious diseases ,Z11.0
Encounter for screening for respiratory tuberculosis ,Z11.1
Encounter for screening for other bacterial diseases ,Z11.2
Encounter for screening for other bacterial diseases ,Z11.2
Encounter for screening for other bacterial diseases ,Z11.2
Encounter for screening for infections with a predominantly sexual mode of transmission ,Z11.3
Encounter for screening for other infectious and parasitic diseases ,Z11.8
Encounter for screening for other infectious and parasitic diseases ,Z11.8
Encounter for screening for other bacterial diseases ,Z11.2
Encounter for screening for other infectious and parasitic diseases ,Z11.8
Encounter for screening for other protozoal diseases and helminthiases ,Z11.6
Encounter for screening for other protozoal diseases and helminthiases ,Z11.6
Encounter for screening for other protozoal diseases and helminthiases ,Z11.6
Encounter for screening for other infectious and parasitic diseases ,Z11.8
Encounter for screening for other protozoal diseases and helminthiases ,Z11.6
Encounter for screening for other protozoal diseases and helminthiases ,Z11.6
Encounter for screening for other protozoal diseases and helminthiases ,Z11.6
Encounter for screening for intestinal infectious diseases ,Z11.0
Encounter for screening for infectious and parasitic diseases unspecified ,Z11.9
Encounter for screening for malignant neoplasm of respiratory organs ,Z12.2
Encounter for other screening for malignant neoplasm of breast ,Z12.39
Encounter for screening mammogram for malignant neoplasm of breast ,Z12.31
Encounter for screening mammogram for malignant neoplasm of breast ,Z12.31
Encounter for other screening for malignant neoplasm of breast ,Z12.39
Encounter for screening for malignant neoplasm of cervix ,Z12.4
Encounter for screening for malignant neoplasm of bladder ,Z12.6
Encounter for screening for malignant neoplasm of rectum ,Z12.12
Encounter for screening for malignant neoplasm of oral cavity ,Z12.81
Encounter for screening for malignant neoplasm of skin ,Z12.83
Encounter for screening for malignant neoplasm of prostate ,Z12.5
Encounter for screening for malignant neoplasm of testis ,Z12.71
Encounter for screening for malignant neoplasm of ovary ,Z12.73
Encounter for screening for malignant neoplasm of vagina ,Z12.72
Encounter for screening for malignant neoplasm of other sites ,Z12.89
Encounter for screening for malignant neoplasm of intestinal tract unspecified ,Z12.10
Encounter for screening for malignant neoplasm of colon ,Z12.11
Encounter for screening for malignant neoplasm of small intestine ,Z12.13
Encounter for screening for malignant neoplasm of nervous system ,Z12.82
Encounter for screening for malignant neoplasm of other sites ,Z12.89
Encounter for screening for malignant neoplasm site unspecified ,Z12.9
Encounter for screening for other suspected endocrine disorder ,Z13.29
Encounter for screening for diabetes mellitus ,Z13.1
Encounter for screening for nutritional disorder ,Z13.21
Encounter for screening for other metabolic disorders ,Z13.228
Encounter for screening for other metabolic disorders ,Z13.228
Encounter for screening for other disorder ,Z13.89
Encounter for screening for other metabolic disorders ,Z13.228
Encounter for screening for other metabolic disorders ,Z13.228
Encounter for screening for other disorder ,Z13.89
Encounter for screening for lipoid disorders ,Z13.220
Encounter for screening for other metabolic disorders ,Z13.228
Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism ,Z13.0
Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism ,Z13.0
Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism ,Z13.0
Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism ,Z13.0
Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism ,Z13.0
Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism ,Z13.0
Encounter for screening for other disorder ,Z13.89
Encounter for screening for other disorder ,Z13.89
Encounter for screening for certain developmental disorders in childhood ,Z13.4
Encounter for screening for certain developmental disorders in childhood ,Z13.4
Encounter for screening for certain developmental disorders in childhood ,Z13.4
Encounter for screening for other disorder ,Z13.89
Encounter for screening for traumatic brain injury ,Z13.850
Encounter for screening for other nervous system disorders ,Z13.858
Encounter for screening for eye and ear disorders ,Z13.5
Encounter for screening for eye and ear disorders ,Z13.5
Encounter for screening for eye and ear disorders ,Z13.5
Encounter for screening for cardiovascular disorders ,Z13.6
Encounter for screening for cardiovascular disorders ,Z13.6
Encounter for screening for cardiovascular disorders ,Z13.6
Encounter for screening for respiratory disorder NEC ,Z13.83
Encounter for screening for respiratory disorder NEC ,Z13.83
Encounter for screening for other disorder ,Z13.89
Encounter for screening for other disorder ,Z13.89
Encounter for screening for other disorder ,Z13.89
Encounter for screening for other musculoskeletal disorder ,Z13.828
Encounter for screening for other disorder ,Z13.89
Encounter for screening for other musculoskeletal disorder ,Z13.828
Encounter for screening for other disorder ,Z13.89
Encounter for screening for disorder due to exposure to contaminants ,Z13.88
Encounter for screening for other disorder ,Z13.89
Encounter for nonprocreative screening for genetic disease carrier status ,Z13.71
Encounter for other screening for genetic and chromosomal anomalies ,Z13.79
Encounter for screening for osteoporosis ,Z13.820
Encounter for screening for other disorder ,Z13.89
Encounter for screening unspecified ,Z13.9
Asymptomatic hemophilia A carrier ,Z14.01
Symptomatic hemophilia A carrier ,Z14.02
Cystic fibrosis carrier ,Z14.1
Genetic carrier of other disease ,Z14.8
Genetic susceptibility to malignant neoplasm of breast ,Z15.01
Genetic susceptibility to malignant neoplasm of ovary ,Z15.02
Genetic susceptibility to malignant neoplasm of prostate ,Z15.03
Genetic susceptibility to malignant neoplasm of endometrium ,Z15.04
Genetic susceptibility to other malignant neoplasm ,Z15.09
Genetic susceptibility to multiple endocrine neoplasia [MEN] ,Z15.81
Genetic susceptibility to other disease ,Z15.89
Body mass index (BMI) 19 or less adult ,Z68.1
Body mass index (BMI) 20.0-20.9 adult ,Z68.20
Body mass index (BMI) 25.0-25.9 adult ,Z68.25
Body mass index (BMI) 26.0-26.9 adult ,Z68.26
Body mass index (BMI) 27.0-27.9 adult ,Z68.27
Body mass index (BMI) 28.0-28.9 adult ,Z68.28
Body mass index (BMI) 29.0-29.9 adult ,Z68.29
Body mass index (BMI) 30.0-30.9 adult ,Z68.30
Body mass index (BMI) 31.0-31.9 adult ,Z68.31
Body mass index (BMI) 32.0-32.9 adult ,Z68.32
Body mass index (BMI) 33.0-33.9 adult ,Z68.33
Body mass index (BMI) 34.0-34.9 adult ,Z68.34
Body mass index (BMI) 35.0-35.9 adult ,Z68.35
Body mass index (BMI) 36.0-36.9 adult ,Z68.36
Body mass index (BMI) 37.0-37.9 adult ,Z68.37
Body mass index (BMI) 38.0-38.9 adult ,Z68.38
Body mass index (BMI) 39.0-39.9 adult ,Z68.39
Body mass index (BMI) 40.0-44.9 adult ,Z68.41
Body mass index (BMI) 45.0-49.9 adult ,Z68.42
Body mass index (BMI) 50-59.9 adult ,Z68.43
Body mass index (BMI) 60.0-69.9 adult ,Z68.44
Body mass index (BMI) 70 or greater adult ,Z68.45
Body mass index (BMI) pediatric less than 5th percentile for age ,Z68.51
Body mass index (BMI) pediatric 5th percentile to less than 85th percentile for age ,Z68.52
Body mass index (BMI) pediatric 85th percentile to less than 95th percentile for age ,Z68.53
Body mass index (BMI) pediatric greater than or equal to 95th percentile for age ,Z68.54
Estrogen receptor positive status [ER+] ,Z17.0
Estrogen receptor negative status [ER-] ,Z17.1
Contact with and (suspected) exposure to arsenic ,Z77.010
Contact with and (suspected) exposure to uranium ,Z77.012
Contact with and (suspected) exposure to other hazardous metals ,Z77.018
Contact with and (suspected) exposure to aromatic amines ,Z77.020
Contact with and (suspected) exposure to benzene ,Z77.021
Contact with and (suspected) exposure to other hazardous aromatic compounds ,Z77.028
Contact with and (suspected) exposure to other hazardous chiefly nonmedicinal chemicals ,Z77.098
Contact with and (suspected) exposure to mold (toxic) ,Z77.120
Contact with and (suspected) exposure to harmful algae and algae toxins ,'Z77.121
Contact with and (suspected ) exposure to other hazardous substances ,Z77.29
Personal history of antineoplastic chemotherapy ,Z92.21
Personal history of monoclonal drug therapy ,Z92.22
Personal history of estrogen therapy ,Z92.23
Personal history of inhaled steroid therapy ,Z92.240
Personal history of systemic steroid therapy ,Z92.241
Personal history of immunosupression therapy ,Z92.25
Personal history of other drug therapy ,Z92.29
Acquired absence of both cervix and uterus ,Z90.710
Acquired absence of uterus with remaining cervical stump ,Z90.711
Acquired absence of cervix with remaining uterus ,Z90.712
Acquired total absence of pancreas ,Z90.410
Acquired partial absence of pancreas ,Z90.411
Acquired absence of unspecified hip joint ,Z89.629
Acquired absence of unspecified knee ,Z89.529
Acquired absence of limb unspecified ,Z89.9
Encounter for suspected problem with amniotic cavity and membrane ruled out ,Z03.71
Encounter for suspected placental problem ruled out ,Z03.72
Encounter for suspected fetal anomaly ruled out ,Z03.73
Encounter for suspected problem with fetal growth ruled out ,Z03.74
Encounter for suspected cervical shortening ruled out ,Z03.75
Encounter for other suspected maternal and fetal conditions ruled out ,Z03.79
Retained depleted uranium fragments ,Z18.01
Other retained radioactive fragments ,Z18.09
Retained metal fragments unspecified ,Z18.10
Retained magnetic metal fragments ,Z18.11
Retained nonmagnetic metal fragments ,Z18.12
Retained plastic fragments ,Z18.2
Retained animal quills or spines ,Z18.31
Retained tooth ,Z18.32
